user_id,category,question_no_,value
U0022,Toys & Games,11,1
U0022,Toys & Games,12,1
U0022,Toys & Games,13,1
U0022,Toys & Games,14,1
U0023,Automotive,0,1
U0023,Automotive,1,1
U0023,Automotive,2,1
U0023,Automotive,3,1
U0023,Automotive,4,1
U0023,Automotive,5,1
U0023,Automotive,6,1
U0023,Automotive,7,1
U0023,Automotive,8,1
U0023,Automotive,9,1
U0023,Automotive,10,1
U0023,Automotive,11,1
U0023,Automotive,12,1
U0023,Automotive,13,1
U0023,Automotive,14,1
U0023,Baby Products,0,1
U0023,Baby Products,1,1
U0023,Baby Products,2,1
U0023,Baby Products,3,1
U0023,Baby Products,4,1
U0023,Baby Products,5,1
U0023,Baby Products,6,1
U0023,Baby Products,7,1
U0023,Baby Products,8,1
U0023,Baby Products,9,1
U0023,Baby Products,10,1
U0023,Baby Products,11,1
U0023,Baby Products,12,1
U0023,Baby Products,13,3
U0023,Baby Products,14,1
U0023,Betting,0,1
U0023,Betting,1,1
U0023,Betting,2,1
U0023,Betting,3,1
U0023,Betting,4,1
U0023,Betting,5,1
U0023,Betting,6,1
U0023,Betting,7,1
U0023,Betting,8,1
U0023,Betting,9,1
U0023,Betting,10,1
U0023,Betting,11,1
U0023,Betting,12,1
U0023,Betting,13,1
U0023,Betting,14,1
U0023,Clothing & Shoes,0,1
U0023,Clothing & Shoes,1,1
U0023,Clothing & Shoes,2,1
U0023,Clothing & Shoes,3,1
U0023,Clothing & Shoes,4,1
U0023,Clothing & Shoes,5,1
U0023,Clothing & Shoes,6,1
U0023,Clothing & Shoes,7,1
U0023,Clothing & Shoes,8,2
U0023,Clothing & Shoes,9,1
U0023,Clothing & Shoes,10,2
U0023,Clothing & Shoes,11,1
U0023,Clothing & Shoes,12,2
U0023,Clothing & Shoes,13,1
U0023,Clothing & Shoes,14,1
U0023,Computer Software,0,1
U0023,Computer Software,1,2
U0023,Computer Software,2,1
U0023,Computer Software,3,1
U0023,Computer Software,4,1
U0023,Computer Software,5,1
U0023,Computer Software,6,2
U0023,Computer Software,7,1
U0023,Computer Software,8,4
U0023,Computer Software,9,1
U0023,Computer Software,10,2
U0023,Computer Software,11,1
U0023,Computer Software,12,2
U0023,Computer Software,13,2
U0023,Computer Software,14,2
U0023,Console & Video Games,0,1
U0023,Console & Video Games,1,1
U0023,Console & Video Games,2,1
U0023,Console & Video Games,3,1
U0023,Console & Video Games,4,1
U0023,Console & Video Games,5,1
U0023,Console & Video Games,6,1
U0023,Console & Video Games,7,1
U0023,Console & Video Games,8,1
U0023,Console & Video Games,9,1
U0023,Console & Video Games,10,1
U0023,Console & Video Games,11,1
U0023,Console & Video Games,12,1
U0023,Console & Video Games,13,1
U0023,Console & Video Games,14,1
U0023,Consumer Electronics,0,1
U0023,Consumer Electronics,1,2
U0023,Consumer Electronics,2,1
U0023,Consumer Electronics,3,1
U0023,Consumer Electronics,4,1
U0023,Consumer Electronics,5,1
U0023,Consumer Electronics,6,1
U0023,Consumer Electronics,7,1
U0023,Consumer Electronics,8,1
U0023,Consumer Electronics,9,1
U0023,Consumer Electronics,10,2
U0023,Consumer Electronics,11,1
U0023,Consumer Electronics,12,2
U0023,Consumer Electronics,13,3
U0023,Consumer Electronics,14,2
U0023,DIY & Tools,0,1
U0023,DIY & Tools,1,1
U0023,DIY & Tools,2,1
U0023,DIY & Tools,3,1
U0023,DIY & Tools,4,1
U0023,DIY & Tools,5,1
U0023,DIY & Tools,6,1
U0023,DIY & Tools,7,1
U0023,DIY & Tools,8,2
U0023,DIY & Tools,9,1
U0023,DIY & Tools,10,1
U0023,DIY & Tools,11,1
U0023,DIY & Tools,12,1
U0023,DIY & Tools,13,2
U0023,DIY & Tools,14,1
U0023,Dating Sites,0,3
U0023,Dating Sites,1,3
U0023,Dating Sites,2,1
U0023,Dating Sites,3,1
U0023,Dating Sites,4,3
U0023,Dating Sites,5,1
U0023,Dating Sites,6,1
U0023,Dating Sites,7,2
U0023,Dating Sites,8,1
U0023,Dating Sites,9,2
U0023,Dating Sites,10,4
U0023,Dating Sites,11,3
U0023,Dating Sites,12,3
U0023,Dating Sites,13,2
U0023,Dating Sites,14,1
U0023,Garden & Outdoor living,0,1
U0023,Garden & Outdoor living,1,1
U0023,Garden & Outdoor living,2,1
U0023,Garden & Outdoor living,3,1
U0023,Garden & Outdoor living,4,1
U0023,Garden & Outdoor living,5,1
U0023,Garden & Outdoor living,6,1
U0023,Garden & Outdoor living,7,1
U0023,Garden & Outdoor living,8,2
U0023,Garden & Outdoor living,9,1
U0023,Garden & Outdoor living,10,2
U0023,Garden & Outdoor living,11,1
U0023,Garden & Outdoor living,12,1
U0023,Garden & Outdoor living,13,1
U0023,Garden & Outdoor living,14,1
U0023,Grocery,0,1
U0023,Grocery,1,1
U0023,Grocery,2,1
U0023,Grocery,3,3
U0023,Grocery,4,1
U0023,Grocery,5,1
U0023,Grocery,6,1
U0023,Grocery,7,1
U0023,Grocery,8,1
U0023,Grocery,9,1
U0023,Grocery,10,1
U0023,Grocery,11,1
U0023,Grocery,12,2
U0023,Grocery,13,1
U0023,Grocery,14,1
U0023,Health & Beauty,0,1
U0023,Health & Beauty,1,1
U0023,Health & Beauty,2,1
U0023,Health & Beauty,3,1
U0023,Health & Beauty,4,1
U0023,Health & Beauty,5,3
U0023,Health & Beauty,6,3
U0023,Health & Beauty,7,1
U0023,Health & Beauty,8,2
U0023,Health & Beauty,9,4
U0023,Health & Beauty,10,1
U0023,Health & Beauty,11,1
U0023,Health & Beauty,12,1
U0023,Health & Beauty,13,2
U0023,Health & Beauty,14,1
U0023,Jewellery & Watches,0,1
U0023,Jewellery & Watches,1,1
U0023,Jewellery & Watches,2,1
U0023,Jewellery & Watches,3,1
U0023,Jewellery & Watches,4,1
U0023,Jewellery & Watches,5,1
U0023,Jewellery & Watches,6,1
U0023,Jewellery & Watches,7,2
U0023,Jewellery & Watches,8,1
U0023,Jewellery & Watches,9,2
U0023,Jewellery & Watches,10,1
U0023,Jewellery & Watches,11,1
U0023,Jewellery & Watches,12,1
U0023,Jewellery & Watches,13,1
U0023,Jewellery & Watches,14,1
U0023,Kitchen & Home,0,1
U0023,Kitchen & Home,1,1
U0023,Kitchen & Home,2,1
U0023,Kitchen & Home,3,2
U0023,Kitchen & Home,4,1
U0023,Kitchen & Home,5,2
U0023,Kitchen & Home,6,1
U0023,Kitchen & Home,7,2
U0023,Kitchen & Home,8,1
U0023,Kitchen & Home,9,2
U0023,Kitchen & Home,10,1
U0023,Kitchen & Home,11,1
U0023,Kitchen & Home,12,2
U0023,Kitchen & Home,13,1
U0023,Kitchen & Home,14,1
U0023,Media (BMVD),0,4
U0023,Media (BMVD),1,3
U0023,Media (BMVD),2,1
U0023,Media (BMVD),3,1
U0023,Media (BMVD),4,5
U0023,Media (BMVD),5,5
U0023,Media (BMVD),6,3
U0023,Media (BMVD),7,1
U0023,Media (BMVD),8,2
U0023,Media (BMVD),9,4
U0023,Media (BMVD),10,2
U0023,Media (BMVD),11,2
U0023,Media (BMVD),12,3
U0023,Media (BMVD),13,2
U0023,Media (BMVD),14,3
U0023,Musical Instruments,0,1
U0023,Musical Instruments,1,1
U0023,Musical Instruments,2,1
U0023,Musical Instruments,3,1
U0023,Musical Instruments,4,1
U0023,Musical Instruments,5,2
U0023,Musical Instruments,6,2
U0023,Musical Instruments,7,3
U0023,Musical Instruments,8,2
U0023,Musical Instruments,9,1
U0023,Musical Instruments,10,1
U0023,Musical Instruments,11,1
U0023,Musical Instruments,12,1
U0023,Musical Instruments,13,1
U0023,Musical Instruments,14,2
U0023,Office Products,0,2
U0023,Office Products,1,2
U0023,Office Products,2,2
U0023,Office Products,3,1
U0023,Office Products,4,1
U0023,Office Products,5,1
U0023,Office Products,6,2
U0023,Office Products,7,3
U0023,Office Products,8,1
U0023,Office Products,9,2
U0023,Office Products,10,1
U0023,Office Products,11,1
U0023,Office Products,12,2
U0023,Office Products,13,1
U0023,Office Products,14,2
U0023,Pet Supplies,0,1
U0023,Pet Supplies,1,1
U0023,Pet Supplies,2,1
U0023,Pet Supplies,3,1
U0023,Pet Supplies,4,1
U0023,Pet Supplies,5,1
U0023,Pet Supplies,6,1
U0023,Pet Supplies,7,1
U0023,Pet Supplies,8,1
U0023,Pet Supplies,9,1
U0023,Pet Supplies,10,1
U0023,Pet Supplies,11,1
U0023,Pet Supplies,12,1
U0023,Pet Supplies,13,1
U0023,Pet Supplies,14,1
U0023,Sports & Outdoors,0,1
U0023,Sports & Outdoors,1,2
U0023,Sports & Outdoors,2,1
U0023,Sports & Outdoors,3,1
U0023,Sports & Outdoors,4,1
U0023,Sports & Outdoors,5,1
U0023,Sports & Outdoors,6,1
U0023,Sports & Outdoors,7,1
U0023,Sports & Outdoors,8,1
U0023,Sports & Outdoors,9,1
U0023,Sports & Outdoors,10,1
U0023,Sports & Outdoors,11,1
U0023,Sports & Outdoors,12,1
U0023,Sports & Outdoors,13,1
U0023,Sports & Outdoors,14,1
U0023,Toys & Games,0,1
U0023,Toys & Games,1,1
U0023,Toys & Games,2,1
U0023,Toys & Games,3,2
U0023,Toys & Games,4,1
U0023,Toys & Games,5,3
U0023,Toys & Games,6,1
U0023,Toys & Games,7,3
U0023,Toys & Games,8,1
U0023,Toys & Games,9,1
U0023,Toys & Games,10,1
U0023,Toys & Games,11,1
U0023,Toys & Games,12,1
U0023,Toys & Games,13,1
U0023,Toys & Games,14,1
U0024,Automotive,0,2
U0024,Automotive,1,2
U0024,Automotive,2,2
U0024,Automotive,3,2
U0024,Automotive,4,2
U0024,Automotive,5,3
U0024,Automotive,6,2
U0024,Automotive,7,2
U0024,Automotive,8,2
U0024,Automotive,9,2
U0024,Automotive,10,2
U0024,Automotive,11,2
U0024,Automotive,12,3
U0024,Automotive,13,2
U0024,Automotive,14,2
U0024,Baby Products,0,2
U0024,Baby Products,1,2
U0024,Baby Products,2,2
U0024,Baby Products,3,2
U0024,Baby Products,4,2
U0024,Baby Products,5,2
U0024,Baby Products,6,2
U0024,Baby Products,7,2
U0024,Baby Products,8,2
U0024,Baby Products,9,2
U0024,Baby Products,10,2
U0024,Baby Products,11,2
U0024,Baby Products,12,2
U0024,Baby Products,13,1
U0024,Baby Products,14,2
U0024,Betting,0,1
U0024,Betting,1,1
U0024,Betting,2,1
U0024,Betting,3,1
U0024,Betting,4,1
U0024,Betting,5,1
U0024,Betting,6,2
U0024,Betting,7,1
U0024,Betting,8,2
U0024,Betting,9,1
U0024,Betting,10,1
U0024,Betting,11,1
U0024,Betting,12,3
U0024,Betting,13,1
U0024,Betting,14,2
U0024,Clothing & Shoes,0,3
U0024,Clothing & Shoes,1,3
U0024,Clothing & Shoes,2,2
U0024,Clothing & Shoes,3,2
U0024,Clothing & Shoes,4,2
U0024,Clothing & Shoes,5,2
U0024,Clothing & Shoes,6,3
U0024,Clothing & Shoes,7,2
U0024,Clothing & Shoes,8,2
U0024,Clothing & Shoes,9,2
U0024,Clothing & Shoes,10,2
U0024,Clothing & Shoes,11,2
U0024,Clothing & Shoes,12,2
U0024,Clothing & Shoes,13,2
U0024,Clothing & Shoes,14,3
U0024,Computer Software,0,3
U0024,Computer Software,1,3
U0024,Computer Software,2,1
U0024,Computer Software,3,3
U0024,Computer Software,4,3
U0024,Computer Software,5,2
U0024,Computer Software,6,1
U0024,Computer Software,7,2
U0024,Computer Software,8,3
U0024,Computer Software,9,3
U0024,Computer Software,10,3
U0024,Computer Software,11,2
U0024,Computer Software,12,3
U0024,Computer Software,13,3
U0024,Computer Software,14,3
U0024,Console & Video Games,0,1
U0024,Console & Video Games,1,1
U0024,Console & Video Games,2,2
U0024,Console & Video Games,3,1
U0024,Console & Video Games,4,1
U0024,Console & Video Games,5,1
U0024,Console & Video Games,6,1
U0024,Console & Video Games,7,2
U0024,Console & Video Games,8,2
U0024,Console & Video Games,9,2
U0024,Console & Video Games,10,2
U0024,Console & Video Games,11,2
U0024,Console & Video Games,12,2
U0024,Console & Video Games,13,2
U0024,Console & Video Games,14,2
U0024,Consumer Electronics,0,2
U0024,Consumer Electronics,1,2
U0024,Consumer Electronics,2,2
U0024,Consumer Electronics,3,3
U0024,Consumer Electronics,4,4
U0024,Consumer Electronics,5,2
U0024,Consumer Electronics,6,2
U0024,Consumer Electronics,7,2
U0024,Consumer Electronics,8,2
U0024,Consumer Electronics,9,2
U0024,Consumer Electronics,10,2
U0024,Consumer Electronics,11,3
U0024,Consumer Electronics,12,3
U0024,Consumer Electronics,13,2
U0024,Consumer Electronics,14,2
U0024,DIY & Tools,0,2
U0024,DIY & Tools,1,2
U0024,DIY & Tools,2,2
U0024,DIY & Tools,3,2
U0024,DIY & Tools,4,2
U0024,DIY & Tools,5,2
U0024,DIY & Tools,6,2
U0024,DIY & Tools,7,2
U0024,DIY & Tools,8,2
U0024,DIY & Tools,9,2
U0024,DIY & Tools,10,2
U0024,DIY & Tools,11,2
U0024,DIY & Tools,12,2
U0024,DIY & Tools,13,2
U0024,DIY & Tools,14,2
U0024,Dating Sites,0,1
U0024,Dating Sites,1,2
U0024,Dating Sites,2,1
U0024,Dating Sites,3,1
U0024,Dating Sites,4,2
U0024,Dating Sites,5,2
U0024,Dating Sites,6,2
U0024,Dating Sites,7,2
U0024,Dating Sites,8,3
U0024,Dating Sites,9,2
U0024,Dating Sites,10,2
U0024,Dating Sites,11,2
U0024,Dating Sites,12,2
U0024,Dating Sites,13,1
U0024,Dating Sites,14,2
U0024,Garden & Outdoor living,0,2
U0024,Garden & Outdoor living,1,2
U0024,Garden & Outdoor living,2,2
U0024,Garden & Outdoor living,3,2
U0024,Garden & Outdoor living,4,2
U0024,Garden & Outdoor living,5,2
U0024,Garden & Outdoor living,6,2
U0024,Garden & Outdoor living,7,2
U0024,Garden & Outdoor living,8,2
U0024,Garden & Outdoor living,9,2
U0024,Garden & Outdoor living,10,2
U0024,Garden & Outdoor living,11,2
U0024,Garden & Outdoor living,12,2
U0024,Garden & Outdoor living,13,2
U0024,Garden & Outdoor living,14,2
U0024,Grocery,0,1
U0024,Grocery,1,2
U0024,Grocery,2,2
U0024,Grocery,3,2
U0024,Grocery,4,2
U0024,Grocery,5,2
U0024,Grocery,6,3
U0024,Grocery,7,1
U0024,Grocery,8,2
U0024,Grocery,9,1
U0024,Grocery,10,2
U0024,Grocery,11,2
U0024,Grocery,12,2
U0024,Grocery,13,2
U0024,Grocery,14,2
U0024,Health & Beauty,0,2
U0024,Health & Beauty,1,2
U0024,Health & Beauty,2,2
U0024,Health & Beauty,3,2
U0024,Health & Beauty,4,2
U0024,Health & Beauty,5,2
U0024,Health & Beauty,6,2
U0024,Health & Beauty,7,3
U0024,Health & Beauty,8,3
U0024,Health & Beauty,9,2
U0024,Health & Beauty,10,2
U0024,Health & Beauty,11,2
U0024,Health & Beauty,12,2
U0024,Health & Beauty,13,3
U0024,Health & Beauty,14,2
U0024,Jewellery & Watches,0,2
U0024,Jewellery & Watches,1,2
U0024,Jewellery & Watches,2,2
U0024,Jewellery & Watches,3,2
U0024,Jewellery & Watches,4,2
U0024,Jewellery & Watches,5,2
U0024,Jewellery & Watches,6,2
U0024,Jewellery & Watches,7,2
U0024,Jewellery & Watches,8,2
U0024,Jewellery & Watches,9,2
U0024,Jewellery & Watches,10,2
U0024,Jewellery & Watches,11,2
U0024,Jewellery & Watches,12,3
U0024,Jewellery & Watches,13,2
U0024,Jewellery & Watches,14,2
U0024,Kitchen & Home,0,2
U0024,Kitchen & Home,1,1
U0024,Kitchen & Home,2,2
U0024,Kitchen & Home,3,2
U0024,Kitchen & Home,4,2
U0024,Kitchen & Home,5,2
U0024,Kitchen & Home,6,2
U0024,Kitchen & Home,7,3
U0024,Kitchen & Home,8,2
U0024,Kitchen & Home,9,2
U0024,Kitchen & Home,10,2
U0024,Kitchen & Home,11,3
U0024,Kitchen & Home,12,3
U0024,Kitchen & Home,13,2
U0024,Kitchen & Home,14,3
U0024,Media (BMVD),0,3
U0024,Media (BMVD),1,3
U0024,Media (BMVD),2,3
U0024,Media (BMVD),3,3
U0024,Media (BMVD),4,4
U0024,Media (BMVD),5,2
U0024,Media (BMVD),6,2
U0024,Media (BMVD),7,3
U0024,Media (BMVD),8,2
U0024,Media (BMVD),9,2
U0024,Media (BMVD),10,3
U0024,Media (BMVD),11,3
U0024,Media (BMVD),12,2
U0024,Media (BMVD),13,3
U0024,Media (BMVD),14,3
U0024,Musical Instruments,0,3
U0024,Musical Instruments,1,3
U0024,Musical Instruments,2,2
U0024,Musical Instruments,3,2
U0024,Musical Instruments,4,3
U0024,Musical Instruments,5,3
U0024,Musical Instruments,6,4
U0024,Musical Instruments,7,3
U0024,Musical Instruments,8,3
U0024,Musical Instruments,9,3
U0024,Musical Instruments,10,3
U0024,Musical Instruments,11,4
U0024,Musical Instruments,12,4
U0024,Musical Instruments,13,3
U0024,Musical Instruments,14,4
U0024,Office Products,0,2
U0024,Office Products,1,3
U0024,Office Products,2,1
U0024,Office Products,3,2
U0024,Office Products,4,2
U0024,Office Products,5,2
U0024,Office Products,6,2
U0024,Office Products,7,2
U0024,Office Products,8,2
U0024,Office Products,9,2
U0024,Office Products,10,3
U0024,Office Products,11,2
U0024,Office Products,12,3
U0024,Office Products,13,2
U0024,Office Products,14,3
U0024,Pet Supplies,0,2
U0024,Pet Supplies,1,2
U0024,Pet Supplies,2,2
U0024,Pet Supplies,3,2
U0024,Pet Supplies,4,1
U0024,Pet Supplies,5,2
U0024,Pet Supplies,6,2
U0024,Pet Supplies,7,2
U0024,Pet Supplies,8,2
U0024,Pet Supplies,9,3
U0024,Pet Supplies,10,2
U0024,Pet Supplies,11,2
U0024,Pet Supplies,12,2
U0024,Pet Supplies,13,2
U0024,Pet Supplies,14,2
U0024,Sports & Outdoors,0,3
U0024,Sports & Outdoors,1,3
U0024,Sports & Outdoors,2,1
U0024,Sports & Outdoors,3,3
U0024,Sports & Outdoors,4,2
U0024,Sports & Outdoors,5,3
U0024,Sports & Outdoors,6,2
U0024,Sports & Outdoors,7,2
U0024,Sports & Outdoors,8,2
U0024,Sports & Outdoors,9,3
U0024,Sports & Outdoors,10,3
U0024,Sports & Outdoors,11,3
U0024,Sports & Outdoors,12,3
U0024,Sports & Outdoors,13,3
U0024,Sports & Outdoors,14,3
U0024,Toys & Games,0,2
U0024,Toys & Games,1,2
U0024,Toys & Games,2,2
U0024,Toys & Games,3,1
U0024,Toys & Games,4,2
U0024,Toys & Games,5,2
U0024,Toys & Games,6,2
U0024,Toys & Games,7,2
U0024,Toys & Games,8,2
U0024,Toys & Games,9,2
U0024,Toys & Games,10,2
U0024,Toys & Games,11,2
U0024,Toys & Games,12,2
U0024,Toys & Games,13,2
U0024,Toys & Games,14,2
U0025,Automotive,0,1
U0025,Automotive,1,1
U0025,Automotive,2,1
U0025,Automotive,3,1
U0025,Automotive,4,1
U0025,Automotive,5,3
U0025,Automotive,6,1
U0025,Automotive,7,1
U0025,Automotive,8,1
U0025,Automotive,9,1
U0025,Automotive,10,1
U0025,Automotive,11,1
U0025,Automotive,12,1
U0025,Automotive,13,1
U0025,Automotive,14,1
U0025,Baby Products,0,1
U0025,Baby Products,1,1
U0025,Baby Products,2,1
U0025,Baby Products,3,1
U0025,Baby Products,4,1
U0025,Baby Products,5,1
U0025,Baby Products,6,1
U0025,Baby Products,7,1
U0025,Baby Products,8,1
U0025,Baby Products,9,1
U0025,Baby Products,10,1
U0025,Baby Products,11,1
U0025,Baby Products,12,1
U0025,Baby Products,13,1
U0025,Baby Products,14,1
U0025,Betting,0,1
U0025,Betting,1,1
U0025,Betting,2,1
U0025,Betting,3,1
U0025,Betting,4,1
U0025,Betting,5,1
U0025,Betting,6,1
U0025,Betting,7,1
U0025,Betting,8,1
U0025,Betting,9,1
U0025,Betting,10,1
U0025,Betting,11,1
U0025,Betting,12,1
U0025,Betting,13,1
U0025,Betting,14,1
U0025,Clothing & Shoes,0,1
U0025,Clothing & Shoes,1,3
U0025,Clothing & Shoes,2,1
U0025,Clothing & Shoes,3,1
U0025,Clothing & Shoes,4,1
U0025,Clothing & Shoes,5,1
U0025,Clothing & Shoes,6,1
U0025,Clothing & Shoes,7,3
U0025,Clothing & Shoes,8,1
U0025,Clothing & Shoes,9,2
U0025,Clothing & Shoes,10,1
U0025,Clothing & Shoes,11,1
U0025,Clothing & Shoes,12,1
U0025,Clothing & Shoes,13,1
U0025,Clothing & Shoes,14,1
U0025,Computer Software,0,2
U0025,Computer Software,1,1
U0025,Computer Software,2,1
U0025,Computer Software,3,3
U0025,Computer Software,4,1
U0025,Computer Software,5,1
U0025,Computer Software,6,1
U0025,Computer Software,7,1
U0025,Computer Software,8,1
U0025,Computer Software,9,1
U0025,Computer Software,10,1
U0025,Computer Software,11,1
U0025,Computer Software,12,3
U0025,Computer Software,13,3
U0025,Computer Software,14,1
U0025,Console & Video Games,0,1
U0025,Console & Video Games,1,1
U0025,Console & Video Games,2,1
U0025,Console & Video Games,3,1
U0025,Console & Video Games,4,1
U0025,Console & Video Games,5,1
U0025,Console & Video Games,6,1
U0025,Console & Video Games,7,1
U0025,Console & Video Games,8,1
U0025,Console & Video Games,9,1
U0025,Console & Video Games,10,1
U0025,Console & Video Games,11,1
U0025,Console & Video Games,12,1
U0025,Console & Video Games,13,1
U0025,Console & Video Games,14,1
U0025,Consumer Electronics,0,1
U0025,Consumer Electronics,1,1
U0025,Consumer Electronics,2,1
U0025,Consumer Electronics,3,1
U0025,Consumer Electronics,4,3
U0025,Consumer Electronics,5,1
U0025,Consumer Electronics,6,1
U0025,Consumer Electronics,7,1
U0025,Consumer Electronics,8,1
U0025,Consumer Electronics,9,1
U0025,Consumer Electronics,10,1
U0025,Consumer Electronics,11,2
U0025,Consumer Electronics,12,1
U0025,Consumer Electronics,13,2
U0025,Consumer Electronics,14,1
U0025,DIY & Tools,0,1
U0025,DIY & Tools,1,1
U0025,DIY & Tools,2,1
U0025,DIY & Tools,3,1
U0025,DIY & Tools,4,1
U0025,DIY & Tools,5,1
U0025,DIY & Tools,6,1
U0025,DIY & Tools,7,1
U0025,DIY & Tools,8,1
U0025,DIY & Tools,9,1
U0025,DIY & Tools,10,1
U0025,DIY & Tools,11,1
U0025,DIY & Tools,12,1
U0025,DIY & Tools,13,1
U0025,DIY & Tools,14,1
U0025,Dating Sites,0,1
U0025,Dating Sites,1,1
U0025,Dating Sites,2,1
U0025,Dating Sites,3,1
U0025,Dating Sites,4,1
U0025,Dating Sites,5,1
U0025,Dating Sites,6,1
U0025,Dating Sites,7,1
U0025,Dating Sites,8,1
U0025,Dating Sites,9,1
U0025,Dating Sites,10,1
U0025,Dating Sites,11,1
U0025,Dating Sites,12,1
U0025,Dating Sites,13,1
U0025,Dating Sites,14,1
U0025,Garden & Outdoor living,0,3
U0025,Garden & Outdoor living,1,1
U0025,Garden & Outdoor living,2,3
U0025,Garden & Outdoor living,3,3
U0025,Garden & Outdoor living,4,1
U0025,Garden & Outdoor living,5,1
U0025,Garden & Outdoor living,6,1
U0025,Garden & Outdoor living,7,2
U0025,Garden & Outdoor living,8,1
U0025,Garden & Outdoor living,9,2
U0025,Garden & Outdoor living,10,3
U0025,Garden & Outdoor living,11,2
U0025,Garden & Outdoor living,12,1
U0025,Garden & Outdoor living,13,1
U0025,Garden & Outdoor living,14,1
U0025,Grocery,0,1
U0025,Grocery,1,1
U0025,Grocery,2,1
U0025,Grocery,3,1
U0025,Grocery,4,1
U0025,Grocery,5,1
U0025,Grocery,6,1
U0025,Grocery,7,1
U0025,Grocery,8,1
U0025,Grocery,9,1
U0025,Grocery,10,1
U0025,Grocery,11,1
U0025,Grocery,12,1
U0025,Grocery,13,1
U0025,Grocery,14,1
U0025,Health & Beauty,0,1
U0025,Health & Beauty,1,1
U0025,Health & Beauty,2,1
U0025,Health & Beauty,3,3
U0025,Health & Beauty,4,2
U0025,Health & Beauty,5,1
U0025,Health & Beauty,6,2
U0025,Health & Beauty,7,2
U0025,Health & Beauty,8,2
U0025,Health & Beauty,9,1
U0025,Health & Beauty,10,1
U0025,Health & Beauty,11,1
U0025,Health & Beauty,12,1
U0025,Health & Beauty,13,1
U0025,Health & Beauty,14,2
U0025,Jewellery & Watches,0,1
U0025,Jewellery & Watches,1,3
U0025,Jewellery & Watches,2,1
U0025,Jewellery & Watches,3,2
U0025,Jewellery & Watches,4,1
U0025,Jewellery & Watches,5,2
U0025,Jewellery & Watches,6,1
U0025,Jewellery & Watches,7,1
U0025,Jewellery & Watches,8,1
U0025,Jewellery & Watches,9,1
U0025,Jewellery & Watches,10,2
U0025,Jewellery & Watches,11,1
U0025,Jewellery & Watches,12,1
U0025,Jewellery & Watches,13,1
U0025,Jewellery & Watches,14,1
U0025,Kitchen & Home,0,1
U0025,Kitchen & Home,1,1
U0025,Kitchen & Home,2,1
U0025,Kitchen & Home,3,1
U0025,Kitchen & Home,4,1
U0025,Kitchen & Home,5,1
U0025,Kitchen & Home,6,1
U0025,Kitchen & Home,7,1
U0025,Kitchen & Home,8,1
U0025,Kitchen & Home,9,1
U0025,Kitchen & Home,10,1
U0025,Kitchen & Home,11,1
U0025,Kitchen & Home,12,1
U0025,Kitchen & Home,13,1
U0025,Kitchen & Home,14,1
U0025,Media (BMVD),0,1
U0025,Media (BMVD),1,1
U0025,Media (BMVD),2,2
U0025,Media (BMVD),3,1
U0025,Media (BMVD),4,3
U0025,Media (BMVD),5,1
U0025,Media (BMVD),6,1
U0025,Media (BMVD),7,1
U0025,Media (BMVD),8,1
U0025,Media (BMVD),9,2
U0025,Media (BMVD),10,2
U0025,Media (BMVD),11,3
U0025,Media (BMVD),12,1
U0025,Media (BMVD),13,1
U0025,Media (BMVD),14,2
U0025,Musical Instruments,0,3
U0025,Musical Instruments,1,1
U0025,Musical Instruments,2,1
U0025,Musical Instruments,3,1
U0025,Musical Instruments,4,1
U0025,Musical Instruments,5,2
U0025,Musical Instruments,6,2
U0025,Musical Instruments,7,2
U0025,Musical Instruments,8,2
U0025,Musical Instruments,9,2
U0025,Musical Instruments,10,1
U0025,Musical Instruments,11,1
U0025,Musical Instruments,12,1
U0025,Musical Instruments,13,1
U0025,Musical Instruments,14,1
U0025,Office Products,0,1
U0025,Office Products,1,1
U0025,Office Products,2,1
U0025,Office Products,3,1
U0025,Office Products,4,1
U0025,Office Products,5,1
U0025,Office Products,6,1
U0025,Office Products,7,1
U0025,Office Products,8,1
U0025,Office Products,9,2
U0025,Office Products,10,1
U0025,Office Products,11,1
U0025,Office Products,12,1
U0025,Office Products,13,1
U0025,Office Products,14,1
U0025,Pet Supplies,0,1
U0025,Pet Supplies,1,1
U0025,Pet Supplies,2,1
U0025,Pet Supplies,3,1
U0025,Pet Supplies,4,1
U0025,Pet Supplies,5,1
U0025,Pet Supplies,6,1
U0025,Pet Supplies,7,1
U0025,Pet Supplies,8,1
U0025,Pet Supplies,9,1
U0025,Pet Supplies,10,1
U0025,Pet Supplies,11,1
U0025,Pet Supplies,12,1
U0025,Pet Supplies,13,1
U0025,Pet Supplies,14,1
U0025,Sports & Outdoors,0,2
U0025,Sports & Outdoors,1,1
U0025,Sports & Outdoors,2,1
U0025,Sports & Outdoors,3,1
U0025,Sports & Outdoors,4,1
U0025,Sports & Outdoors,5,3
U0025,Sports & Outdoors,6,1
U0025,Sports & Outdoors,7,1
U0025,Sports & Outdoors,8,1
U0025,Sports & Outdoors,9,2
U0025,Sports & Outdoors,10,1
U0025,Sports & Outdoors,11,1
U0025,Sports & Outdoors,12,1
U0025,Sports & Outdoors,13,1
U0025,Sports & Outdoors,14,1
U0025,Toys & Games,0,3
U0025,Toys & Games,1,1
U0025,Toys & Games,2,1
U0025,Toys & Games,3,1
U0025,Toys & Games,4,1
U0025,Toys & Games,5,1
U0025,Toys & Games,6,2
