uid,payment_method,plan_price,auto_renew,transaction_date
2679,40,149,1,2016-04-07
2679,40,149,1,2016-02-01
2680,41,99,1,2016-11-07
2680,36,150,0,2015-09-17
2680,36,150,0,2015-12-07
2680,38,149,0,2015-03-08
2680,38,0,0,2015-05-12
2680,41,99,1,2017-01-07
2680,41,99,1,2016-10-07
2680,38,149,0,2015-06-11
2680,41,99,1,2016-03-08
2680,41,99,1,2016-09-07
2680,41,99,1,2016-04-07
2680,41,99,1,2016-12-07
2680,41,99,1,2016-08-07
2680,36,150,0,2015-10-20
2680,38,149,0,2015-04-09
2680,41,99,1,2016-07-07
2680,41,99,1,2017-01-20
2680,41,99,1,2016-06-07
2680,41,99,1,2016-05-07
2681,41,99,1,2016-08-13
2681,41,99,1,2016-01-13
2681,41,99,1,2016-11-13
2681,41,99,1,2015-11-14
2681,41,99,1,2016-04-13
2681,41,99,1,2016-10-13
2681,41,99,1,2016-12-13
2681,41,99,1,2017-01-13
2681,41,99,1,2016-02-13
2681,41,99,1,2016-09-13
2681,41,99,1,2016-06-13
2681,41,99,1,2016-05-13
2681,41,99,1,2016-07-13
2681,41,99,1,2016-03-13
2681,41,99,1,2015-12-13
2682,40,149,1,2017-02-09
2682,40,149,1,2016-12-09
2682,40,149,1,2017-01-09
2682,32,298,0,2016-09-10
2683,32,1788,0,2015-12-28
2684,41,129,1,2016-12-13
2684,41,129,1,2016-07-13
2684,41,129,1,2016-09-13
2684,41,129,1,2016-08-13
2684,41,149,1,2016-03-07
2684,41,149,1,2016-04-06
2684,41,129,1,2016-06-13
2684,41,129,1,2017-01-13
2684,41,129,1,2016-10-13
2684,41,129,1,2016-05-13
2684,41,129,1,2016-04-14
2684,41,129,1,2016-11-13
2685,22,1599,0,2016-01-06
2686,41,149,1,2015-06-15
2686,41,149,1,2015-08-15
2686,41,149,1,2015-03-15
2686,41,149,1,2015-01-15
2686,41,149,1,2015-03-20
2686,41,149,1,2016-02-25
2686,41,149,1,2015-05-15
2686,41,149,1,2015-10-15
2686,41,149,1,2015-02-20
2686,41,149,1,2015-02-15
2686,41,149,1,2015-09-15
2686,41,149,1,2015-09-18
2686,41,149,1,2015-07-15
2686,35,0,0,2016-02-25
2686,41,149,1,2015-04-20
2686,41,149,1,2015-06-20
2686,41,149,1,2015-08-20
2686,41,149,1,2015-07-20
2686,41,149,1,2015-04-15
2686,41,149,1,2015-05-20
2686,41,149,1,2015-11-15
2686,41,149,1,2015-01-20
2687,39,149,1,2015-02-28
2687,39,149,1,2016-01-31
2687,39,149,1,2016-11-08
2687,39,149,1,2015-08-31
2687,39,149,1,2015-05-31
2687,39,149,1,2015-07-31
2687,40,149,1,2017-02-01
2687,39,149,1,2015-12-28
2687,39,149,1,2016-08-31
2687,39,149,1,2015-10-02
2687,40,149,1,2016-12-30
2687,39,149,1,2015-06-30
2687,39,149,1,2015-01-31
2687,39,149,1,2015-09-30
2687,39,149,1,2016-10-31
2687,39,0,1,2015-04-30
2687,39,149,1,2016-07-31
2687,39,149,1,2015-03-31
2687,39,149,1,2016-09-30
2688,39,149,1,2015-11-02
2688,39,149,1,2015-03-31
2688,39,149,1,2015-01-31
2688,39,149,1,2016-10-31
2688,39,149,1,2015-08-31
2688,39,149,1,2016-12-31
2688,39,149,1,2017-02-15
2688,39,149,1,2016-01-31
2688,39,149,1,2015-05-31
2688,39,149,1,2016-07-31
2688,39,149,1,2015-02-28
2688,39,149,1,2016-09-30
2688,39,149,1,2017-01-31
2688,39,149,1,2015-06-30
2688,39,149,1,2016-08-31
2688,39,149,1,2016-11-30
2688,39,0,1,2015-04-30
2688,39,149,1,2015-07-31
2688,39,149,1,2015-09-30
2688,39,149,1,2015-12-02
2689,33,149,1,2016-02-29
2689,33,149,1,2015-11-30
2689,33,149,1,2017-01-31
2689,33,149,1,2016-10-31
2689,33,149,1,2016-12-31
2689,33,149,1,2016-09-30
2689,33,0,1,2015-09-30
2689,33,0,1,2015-07-31
2689,33,149,1,2016-06-30
2689,33,149,1,2016-03-31
2689,33,149,1,2016-07-31
2689,33,0,1,2015-06-30
2689,33,0,1,2015-10-31
2689,33,0,1,2015-03-31
2689,33,0,1,2015-08-31
2689,33,149,1,2016-05-31
2689,33,149,1,2015-12-31
2689,33,149,1,2016-11-30
2689,33,149,1,2016-04-30
2689,33,149,1,2016-01-31
2689,33,149,1,2016-08-31
2689,33,149,1,2017-02-28
2690,17,0,0,2016-08-07
2690,22,894,0,2016-08-07
2691,41,99,1,2016-11-09
2691,41,99,1,2015-10-09
2691,41,99,1,2016-06-09
2691,41,99,1,2016-03-09
2691,41,99,1,2017-01-09
2691,41,99,1,2015-09-09
2691,41,99,1,2016-09-09
2691,41,99,1,2016-02-09
2691,41,99,1,2016-04-09
2691,41,99,1,2016-08-09
2691,41,99,1,2016-05-09
2691,41,99,1,2016-07-09
2691,41,99,1,2015-11-09
2691,41,99,1,2017-01-11
2691,41,99,1,2016-12-09
2691,41,99,1,2016-01-09
2691,41,99,1,2015-12-09
2691,41,99,1,2016-10-09
2692,37,149,1,2016-11-08
2692,37,149,1,2016-12-08
2692,37,149,1,2016-02-08
2692,37,149,1,2016-04-08
2692,37,149,1,2016-06-08
2692,37,149,1,2016-08-08
2692,37,149,1,2015-08-08
2692,37,149,1,2015-09-08
2692,37,149,1,2015-07-08
2692,37,149,1,2016-03-08
2692,37,149,1,2015-02-07
2692,37,149,1,2015-01-07
2692,37,149,1,2017-02-08
2692,37,149,1,2017-01-08
2692,37,149,1,2015-06-08
2692,37,149,1,2016-05-08
2692,37,149,1,2016-01-08
2692,37,149,1,2016-07-08
2692,37,149,1,2015-03-07
2692,37,149,1,2015-11-08
2692,37,149,1,2016-10-08
2692,37,149,1,2015-10-08
2692,37,149,1,2015-12-08
2692,37,0,1,2015-05-08
2692,37,149,1,2015-04-08
2692,37,149,1,2016-09-08
2693,41,99,1,2016-02-22
2693,41,99,1,2016-12-22
2693,41,99,1,2015-11-22
2693,41,99,1,2017-01-22
2693,41,99,1,2016-05-22
2693,41,99,1,2016-11-22
2693,41,99,1,2015-12-22
2693,41,99,1,2016-09-22
2693,41,99,1,2016-07-22
2693,41,99,1,2015-10-22
2693,41,99,1,2016-06-22
2693,41,99,1,2015-09-23
2693,41,99,1,2016-01-22
2693,41,99,1,2016-03-22
2693,41,99,1,2016-04-22
2693,41,99,1,2016-08-22
2693,41,99,1,2017-02-22
2693,41,99,1,2016-10-22
2694,41,99,1,2016-09-30
2694,41,99,1,2017-01-31
2694,41,99,1,2016-12-31
2694,41,99,1,2017-02-28
2694,41,99,1,2016-10-31
2694,41,99,1,2016-07-31
2694,41,99,1,2016-11-30
2694,41,99,1,2016-03-29
2694,41,99,1,2016-08-31
2695,35,0,0,2016-09-03
2695,17,0,0,2017-02-11
2696,41,149,1,2015-07-06
2696,41,149,1,2015-12-29
2696,41,149,1,2015-09-06
2696,41,149,1,2015-06-06
2696,35,0,0,2015-12-29
2696,41,149,1,2015-04-06
2696,41,149,1,2015-01-06
2696,41,149,1,2015-10-06
2696,41,149,1,2015-03-06
2696,41,149,1,2015-12-06
2696,32,1599,0,2016-01-08
2696,41,149,1,2015-08-06
2696,41,149,1,2015-11-06
2696,41,0,1,2015-05-06
2696,41,149,1,2015-02-06
2697,32,1788,0,2016-01-06
2698,41,149,1,2015-12-16
2698,41,129,1,2015-12-16
2698,41,149,1,2015-01-02
2698,41,129,1,2016-07-15
2698,41,129,1,2016-10-15
2698,41,149,1,2015-12-02
2698,41,119,1,2015-10-31
2698,41,149,1,2017-02-06
2698,41,149,1,2015-02-28
2698,41,149,1,2015-08-31
2698,41,149,1,2015-10-02
2698,41,149,1,2015-11-02
2698,41,129,1,2016-01-15
2698,41,149,1,2017-01-15
2698,41,149,1,2015-03-31
2698,41,129,1,2016-05-15
2698,41,129,1,2016-02-15
2698,41,149,1,2015-02-02
2698,41,149,1,2015-07-02
2698,41,129,1,2016-03-15
2698,41,129,1,2016-11-15
2698,41,149,1,2015-09-02
2698,41,149,1,2015-07-31
2698,41,129,1,2016-06-15
2698,41,0,1,2015-05-02
2698,41,149,1,2015-08-02
2698,41,129,1,2016-08-15
2698,41,149,1,2016-12-15
2698,41,129,1,2016-09-15
2698,41,149,1,2015-06-30
2698,41,149,1,2015-04-02
2698,41,149,1,2015-06-02
2698,41,149,1,2015-01-31
2698,41,129,1,2016-04-15
2698,41,149,1,2015-11-30
2698,41,149,1,2015-05-31
2698,41,149,1,2015-03-02
2698,41,149,1,2015-09-30
2699,41,149,1,2016-03-25
2699,41,149,1,2015-07-25
2699,41,149,1,2015-11-25
2699,41,149,1,2016-12-25
2699,41,149,1,2015-06-25
2699,41,149,1,2017-01-25
2699,41,149,1,2016-01-25
2699,41,149,1,2015-12-25
2699,41,149,1,2016-11-25
2699,41,149,1,2015-02-25
2699,41,149,1,2015-10-25
2699,41,0,1,2015-04-25
2699,41,149,1,2015-09-25
2699,41,149,1,2015-05-25
2699,41,149,1,2016-06-25
2699,41,149,1,2016-02-25
2699,41,149,1,2016-08-25
2699,41,149,1,2015-08-25
2699,41,149,1,2016-04-25
2699,41,149,1,2015-01-25
2699,41,149,1,2016-10-25
2699,41,149,1,2016-07-25
2699,41,149,1,2016-05-25
2699,41,149,1,2017-02-25
2699,41,149,1,2016-09-25
2699,41,149,1,2015-03-25
2700,20,930,0,2016-01-09
2700,20,930,0,2016-07-29
2701,38,149,0,2016-07-26
2701,38,149,0,2016-03-19
2701,38,149,0,2016-11-05
2701,38,149,0,2017-01-10
2701,38,149,0,2016-04-20
2701,38,149,0,2016-06-24
2701,38,149,0,2016-01-12
2701,38,149,0,2016-12-06
2701,38,149,0,2016-05-23
2701,38,149,0,2016-10-03
2701,38,149,0,2016-09-02
2701,38,149,0,2016-02-15
2702,32,536,0,2016-08-24
2702,32,536,0,2016-02-25
2702,32,536,0,2015-09-05
2703,35,0,0,2016-10-23
2703,20,480,0,2016-11-04
2704,41,99,1,2015-09-12
2704,41,99,1,2016-09-11
2704,41,99,1,2016-07-11
2704,41,99,1,2015-12-11
2704,41,99,1,2016-12-11
2704,41,99,1,2016-11-11
2704,41,99,1,2016-05-11
2704,41,99,1,2015-10-11
2704,41,99,1,2016-10-11
2704,41,99,1,2016-04-11
2704,41,99,1,2016-03-11
2704,41,99,1,2016-01-11
2704,41,99,1,2017-01-13
2704,41,99,1,2015-11-11
2704,41,99,1,2016-02-11
2704,41,99,1,2016-08-11
2704,41,99,1,2017-01-11
2704,41,99,1,2016-06-11
2705,41,149,1,2016-11-20
2705,41,149,1,2017-01-19
2705,41,149,1,2017-02-19
2705,41,149,1,2016-12-19
2706,41,149,1,2015-01-16
2706,41,149,1,2015-02-16
2706,41,149,1,2015-05-16
2706,41,149,1,2015-01-18
2706,41,149,1,2015-04-18
2706,41,149,1,2015-08-16
2706,41,149,1,2015-06-16
2706,41,149,1,2015-03-16
2706,41,149,1,2015-07-16
2706,41,149,1,2015-04-16
2706,35,0,0,2016-02-25
2706,41,149,1,2015-08-18
2706,41,149,1,2016-02-25
2706,41,149,1,2015-09-18
2706,41,149,1,2015-09-16
2706,41,149,1,2015-06-18
2706,41,149,1,2015-07-18
2706,41,149,1,2015-05-18
2706,41,149,1,2015-10-16
2706,41,149,1,2015-02-18
2706,41,149,1,2015-03-18
2707,37,149,1,2015-09-12
2707,37,149,1,2015-12-12
2707,37,149,1,2015-11-12
2707,37,149,1,2015-10-12
2707,37,149,1,2015-01-11
2707,37,149,1,2016-09-12
2707,37,149,1,2016-01-12
2707,37,149,1,2016-10-12
2707,37,149,1,2017-01-12
2707,37,149,1,2016-03-12
2707,37,149,1,2016-04-12
2707,37,149,1,2016-06-12
2707,37,149,1,2016-12-12
2707,37,149,1,2015-04-12
2707,37,149,1,2016-08-12
2707,37,149,1,2016-07-12
2707,37,149,1,2015-06-12
2707,37,149,1,2016-05-12
2707,37,149,1,2015-07-12
2707,37,149,1,2017-02-12
2707,37,149,1,2016-11-12
2707,37,149,1,2016-02-12
2707,37,149,1,2015-02-11
2707,37,149,1,2015-08-12
2707,37,0,1,2015-05-12
2707,37,149,1,2015-03-11
2708,38,149,0,2017-01-02
2709,38,149,0,2016-12-01
2709,38,149,0,2016-04-30
2709,38,149,0,2016-10-01
2709,38,149,0,2016-06-03
2709,38,149,0,2016-08-26
2709,38,149,0,2016-07-24
2709,38,149,0,2017-01-02
2709,38,149,0,2016-10-31
2710,36,180,0,2016-11-04
2710,36,180,0,2016-09-06
2710,36,180,0,2017-02-06
2710,36,180,0,2016-10-04
2710,36,180,0,2016-12-08
2710,35,0,0,2016-08-31
2710,36,180,0,2017-01-08
2711,41,149,1,2015-11-27
2711,41,149,1,2015-05-27
2711,41,149,1,2015-02-27
2711,41,99,1,2017-01-18
2711,41,149,1,2016-03-27
2711,41,99,1,2016-10-18
2711,41,149,1,2015-06-27
2711,41,0,1,2015-04-27
2711,41,149,1,2016-01-27
2711,41,99,1,2016-05-18
2711,41,149,1,2015-01-27
2711,41,149,1,2015-07-27
2711,41,149,1,2015-12-27
2711,41,99,1,2016-06-18
2711,41,149,1,2015-03-27
2711,41,99,1,2016-09-18
2711,41,149,1,2016-05-18
2711,41,99,1,2017-02-18
2711,41,99,1,2016-11-18
2711,41,149,1,2015-08-27
2711,41,149,1,2016-02-27
2711,41,149,1,2016-04-27
2711,41,99,1,2016-07-18
2711,41,149,1,2015-10-27
2711,41,99,1,2016-12-18
2711,41,149,1,2015-09-27
2711,41,99,1,2016-08-18
2712,41,99,1,2016-05-06
2712,41,99,1,2016-04-06
2712,41,99,1,2016-08-06
2712,41,99,1,2016-06-06
2712,41,99,1,2017-02-06
2712,41,99,1,2016-07-06
2712,41,99,1,2017-01-06
2712,41,99,1,2016-09-06
2712,41,99,1,2016-02-06
2712,41,99,1,2015-11-06
2712,41,99,1,2015-12-06
2712,41,99,1,2016-01-06
2712,41,99,1,2016-03-06
2712,41,99,1,2016-11-06
2712,41,99,1,2016-12-06
2712,41,99,1,2016-10-06
2713,41,99,1,2016-07-23
2713,41,99,1,2017-01-23
2713,41,99,1,2016-08-23
2713,41,99,1,2016-12-23
2713,41,99,1,2017-02-23
2713,41,99,1,2016-11-23
2713,41,99,1,2016-10-23
2713,41,99,1,2016-09-23
2714,40,149,1,2017-01-16
2714,40,149,1,2016-12-16
2714,40,149,1,2016-03-16
2714,40,149,1,2016-11-16
2714,40,149,1,2016-10-16
2714,40,149,1,2016-04-16
2714,40,149,1,2017-02-17
2714,40,149,1,2016-05-16
2714,40,149,1,2016-02-16
2714,40,149,1,2016-08-16
2714,40,149,1,2016-01-16
2714,40,149,1,2016-07-16
2714,40,149,1,2016-06-16
2714,40,149,1,2016-09-16
2715,36,180,1,2017-01-26
2715,36,180,1,2016-05-26
2715,36,180,1,2016-09-26
2715,36,180,1,2016-10-26
2715,12,1788,0,2015-04-06
2715,36,180,1,2016-07-26
2715,36,180,1,2016-11-26
2715,36,180,1,2016-08-26
2715,36,180,1,2016-12-26
2715,36,180,1,2017-02-26
2715,36,180,1,2016-06-26
2716,41,99,1,2015-11-11
2716,41,99,1,2015-08-11
2716,41,99,1,2016-04-11
2716,41,99,1,2015-07-11
2716,41,99,1,2016-03-11
2716,41,99,1,2016-10-11
2716,41,99,1,2017-02-11
2716,41,99,1,2016-09-11
2716,41,99,1,2016-07-11
2716,41,99,1,2016-11-11
2716,41,99,1,2016-08-11
2716,41,99,1,2015-10-11
2716,41,99,1,2015-12-11
2716,41,99,1,2016-06-11
2716,41,99,1,2016-01-11
2716,41,99,1,2016-02-11
2716,41,99,1,2016-12-11
2716,41,99,1,2016-05-11
2716,41,99,1,2015-09-11
2716,41,99,1,2017-01-11
2717,41,149,1,2016-04-02
2717,41,149,1,2015-09-02
2717,41,149,1,2016-02-02
2717,41,149,1,2016-06-02
2717,41,149,1,2015-03-02
2717,41,149,1,2016-03-02
2717,41,149,1,2016-10-02
2717,41,149,1,2016-08-02
2717,41,149,1,2016-01-02
2717,41,149,1,2016-12-02
2717,41,149,1,2015-02-02
2717,41,149,1,2017-02-02
2717,41,149,1,2016-09-02
2717,41,149,1,2015-12-02
2717,41,149,1,2015-08-02
2717,41,149,1,2015-07-02
2717,41,149,1,2015-06-02
2717,41,0,1,2015-05-02
2717,41,149,1,2015-04-02
2717,41,149,1,2017-01-02
2717,41,149,1,2016-11-02
2717,41,149,1,2016-07-02
2717,41,149,1,2015-11-02
2717,41,149,1,2015-10-02
2717,41,149,1,2016-05-02
2717,41,149,1,2015-01-02
2718,41,99,1,2017-02-23
2718,41,99,1,2016-11-23
2718,41,99,1,2017-01-23
2718,41,99,1,2016-10-23
2718,41,99,1,2016-09-23
2718,41,99,1,2016-08-23
2718,41,99,1,2016-12-23
2718,41,99,1,2016-06-24
2718,41,99,1,2016-07-23
2719,36,180,0,2017-01-18
2719,36,180,0,2016-10-16
2719,38,149,0,2016-11-16
2719,38,149,0,2016-07-17
2719,38,149,0,2017-02-16
2719,36,180,0,2016-08-15
2719,36,180,0,2016-12-17
2719,36,180,0,2016-09-15
2720,36,180,0,2017-01-26
2720,36,180,0,2016-12-23
2720,36,180,0,2016-11-19
2721,41,99,1,2016-09-16
2721,41,99,1,2017-01-16
2721,41,99,1,2016-05-16
2721,41,99,1,2016-07-16
2721,41,99,1,2016-08-16
2721,41,99,1,2016-11-16
2721,41,99,1,2016-04-16
2721,41,99,1,2017-02-10
2721,41,99,1,2016-12-16
2721,41,99,1,2016-03-16
2721,41,99,1,2016-02-16
2721,41,99,1,2016-06-16
2721,41,99,1,2016-10-16
2722,39,149,1,2016-08-31
2722,39,149,1,2016-03-08
2722,39,149,1,2016-09-30
2722,39,149,1,2016-07-31
2722,39,149,1,2017-01-31
2722,39,149,1,2016-11-30
2722,39,149,1,2017-02-25
2722,39,149,1,2016-10-31
2722,39,149,1,2016-12-31
2723,22,1788,0,2016-01-05
2723,38,894,0,2015-06-21
2724,38,149,0,2016-02-01
2724,38,149,0,2016-06-25
2724,38,149,0,2015-10-08
2724,38,149,0,2016-08-24
2724,38,149,0,2015-08-24
2724,38,149,0,2015-12-26
2724,38,149,0,2016-05-22
2724,38,149,0,2016-04-27
2724,38,149,0,2015-02-26
2724,38,149,0,2015-03-28
2724,38,149,0,2017-01-17
2724,38,149,0,2015-06-19
2724,38,149,0,2015-05-20
2724,38,149,0,2015-01-24
2724,38,149,0,2016-10-13
2725,41,99,1,2016-12-20
2725,41,99,1,2016-05-20
2725,41,99,1,2016-11-20
2725,41,99,1,2016-07-20
2725,41,99,1,2016-08-20
2725,41,99,1,2017-01-20
2725,41,99,1,2016-06-20
2725,41,99,1,2016-04-20
2725,41,99,1,2017-02-20
2725,41,99,1,2016-09-20
2725,41,99,1,2016-10-20
2726,41,0,1,2015-05-05
2726,41,149,1,2015-03-05
2726,41,149,1,2016-04-05
2726,41,149,1,2016-10-05
2726,41,149,1,2015-10-05
2726,41,149,1,2015-08-05
2726,41,149,1,2015-11-05
2726,41,149,1,2016-07-05
2726,41,99,1,2017-02-27
2726,41,149,1,2015-12-05
2726,41,149,1,2016-03-05
2726,41,149,1,2015-02-05
2726,41,149,1,2016-02-05
2726,41,149,1,2016-01-05
2726,41,99,1,2016-11-27
2726,41,149,1,2016-08-05
2726,41,99,1,2016-12-27
2726,41,149,1,2016-06-05
2726,41,149,1,2015-09-05
2726,41,149,1,2015-06-05
2726,41,99,1,2016-10-28
2726,41,149,1,2015-01-05
2726,41,149,1,2015-04-05
2726,41,149,1,2016-05-05
2726,41,149,1,2016-10-28
2726,41,149,1,2015-07-05
2726,41,99,1,2017-01-27
2726,41,149,1,2016-09-05
2727,39,149,1,2015-07-31
2727,39,149,1,2015-05-31
2727,39,149,1,2015-08-31
2727,39,149,1,2015-11-02
2727,39,149,1,2015-09-30
2727,38,149,0,2016-11-20
2727,38,149,0,2017-01-04
2727,39,149,1,2015-03-31
2727,39,149,1,2015-01-31
2727,39,149,1,2016-06-27
2727,39,149,1,2015-12-02
2727,39,0,1,2015-04-30
2727,39,149,1,2016-01-31
2727,39,149,1,2015-02-28
2727,39,149,1,2015-06-30
2728,41,149,1,2017-02-17
2728,41,149,1,2016-11-17
2728,41,149,1,2016-12-17
2728,41,149,1,2016-10-17
2728,41,149,1,2017-01-17
2729,41,99,1,2017-02-18
2729,41,99,1,2016-02-17
2729,41,99,1,2016-10-17
2729,41,99,1,2016-06-17
2729,41,99,1,2016-01-17
2729,41,99,1,2016-11-17
2729,41,99,1,2016-09-17
2729,41,99,1,2016-04-17
2729,41,99,1,2016-08-17
2729,41,99,1,2015-12-17
2729,41,99,1,2016-05-17
2729,41,99,1,2015-10-17
2729,41,99,1,2016-12-17
2729,41,99,1,2016-03-17
2729,41,99,1,2017-01-17
2729,41,99,1,2017-02-17
2729,41,99,1,2015-08-18
2729,41,99,1,2016-07-17
2729,41,99,1,2015-09-18
2729,41,99,1,2015-11-17
2730,41,99,1,2017-01-19
2730,41,99,1,2016-07-19
2730,41,99,1,2016-05-19
2730,41,99,1,2015-08-19
2730,41,99,1,2016-10-19
2730,41,99,1,2016-11-19
2730,41,99,1,2016-02-19
2730,41,99,1,2016-08-19
2730,41,99,1,2015-10-19
2730,41,99,1,2016-04-19
2730,41,99,1,2015-11-19
2730,41,99,1,2016-06-19
2730,41,99,1,2017-02-19
2730,41,99,1,2015-12-19
2730,41,99,1,2015-09-19
2730,41,99,1,2016-12-19
2730,41,99,1,2016-03-19
2730,41,99,1,2016-09-19
2730,41,99,1,2016-01-19
2731,41,99,1,2017-01-12
2731,41,99,1,2015-11-12
2731,41,99,1,2016-03-12
2731,41,99,1,2016-09-12
2731,41,99,1,2016-12-12
2731,41,99,1,2017-02-12
2731,41,99,1,2016-01-12
2731,41,99,1,2016-06-12
2731,41,99,1,2016-11-12
2731,41,99,1,2016-10-12
2731,41,99,1,2016-08-12
2731,41,99,1,2016-05-12
2731,41,99,1,2015-10-12
2731,41,99,1,2015-12-12
2731,41,99,1,2016-02-12
2731,41,99,1,2016-07-12
2731,41,99,1,2015-09-12
2731,41,99,1,2016-04-12
2732,41,0,1,2015-05-09
2732,41,149,1,2015-11-09
2732,41,149,1,2017-01-09
2732,41,149,1,2016-11-09
2732,41,149,1,2015-09-09
2732,41,149,1,2016-08-09
2732,41,149,1,2015-02-09
2732,41,149,1,2016-09-09
2732,41,149,1,2015-12-09
2732,41,149,1,2016-05-09
2732,41,149,1,2016-10-09
2732,41,149,1,2015-03-09
2732,41,149,1,2016-06-09
2732,41,149,1,2016-03-09
2732,41,149,1,2016-02-09
2732,41,149,1,2015-04-09
2732,41,149,1,2015-10-09
2732,41,149,1,2016-07-09
2732,41,149,1,2016-12-09
2732,41,149,1,2015-08-09
2732,41,149,1,2017-02-09
2732,41,149,1,2015-06-09
2732,41,149,1,2015-07-09
2732,41,149,1,2016-01-09
2732,41,149,1,2015-01-09
2732,41,149,1,2016-04-09
2733,41,149,1,2016-05-06
2733,41,149,1,2016-06-06
2733,41,149,1,2016-02-29
2733,41,149,1,2016-07-06
2733,41,149,1,2015-12-31
2733,41,149,1,2015-01-31
2733,41,149,1,2017-02-06
2733,41,149,1,2017-01-06
2733,41,149,1,2015-05-31
2733,41,149,1,2015-07-31
2733,41,149,1,2015-08-31
2733,41,0,1,2015-04-30
2733,41,149,1,2016-09-06
2733,41,149,1,2015-03-31
2733,41,149,1,2016-11-06
2733,41,99,1,2016-05-06
2733,41,149,1,2016-05-06
2733,41,149,1,2016-08-06
2733,41,149,1,2015-02-28
2733,41,149,1,2015-11-30
2733,41,149,1,2015-06-30
2733,41,149,1,2016-03-31
2733,41,149,1,2016-12-06
2733,41,149,1,2016-10-06
2733,41,149,1,2016-01-31
2733,41,149,1,2016-04-30
2733,41,99,1,2016-05-06
2734,37,149,1,2015-10-04
2734,40,149,1,2016-07-09
2734,37,149,1,2015-09-04
2734,37,149,1,2015-07-04
2734,40,149,1,2016-06-09
2734,37,149,1,2015-02-03
2734,37,149,1,2015-01-04
2734,37,0,1,2015-05-04
2734,40,149,1,2016-11-09
2734,40,149,1,2016-09-09
2734,37,149,1,2015-12-04
2734,40,149,1,2016-10-09
2734,40,149,1,2016-04-09
2734,37,149,1,2015-11-04
2734,40,149,1,2016-01-09
2734,37,149,1,2015-06-04
2734,37,149,1,2016-01-04
2734,40,149,1,2017-02-09
2734,40,149,1,2016-02-09
2734,40,149,1,2016-05-09
2734,40,149,1,2016-08-09
2734,37,149,1,2015-04-04
2734,37,149,1,2015-08-04
2734,40,149,1,2016-12-09
2734,40,149,1,2017-01-09
2734,40,149,1,2016-03-09
2734,37,149,1,2015-03-03
2735,32,1599,0,2015-12-25
2736,38,1788,0,2015-12-31
2737,40,149,1,2016-05-17
2737,40,149,1,2016-04-17
2737,40,149,1,2015-09-17
2737,40,149,1,2015-08-17
2737,40,149,1,2016-08-17
2737,40,149,1,2015-07-17
2737,40,149,1,2015-12-17
2737,40,149,1,2015-05-17
2737,40,149,1,2017-01-16
2737,40,149,1,2016-03-17
2737,40,149,1,2016-02-17
2737,40,149,1,2016-09-17
2737,40,149,1,2016-07-17
2737,40,149,1,2015-06-17
2737,40,149,1,2017-02-16
2737,40,149,1,2015-03-17
2737,40,149,1,2016-01-17
2737,40,149,1,2015-01-17
2737,40,149,1,2015-10-17
2737,40,149,1,2015-11-17
2737,40,149,1,2015-04-17
2737,40,149,1,2016-10-18
2737,40,149,1,2016-12-16
2737,40,149,1,2016-06-17
2737,40,149,1,2015-02-17
2738,41,99,1,2015-12-13
2738,41,99,1,2017-01-13
2738,41,99,1,2016-06-13
2738,41,99,1,2016-07-13
2738,41,99,1,2016-03-13
2738,41,99,1,2015-11-14
2738,41,99,1,2016-04-13
2738,41,99,1,2016-11-13
2738,41,99,1,2016-02-13
2738,41,99,1,2016-01-13
2738,41,99,1,2016-05-13
2738,41,99,1,2016-12-13
2738,41,99,1,2016-08-13
2738,41,99,1,2016-09-13
2738,41,99,1,2016-10-13
2739,38,149,0,2017-01-18
2739,38,149,0,2016-02-18
2739,38,149,0,2016-12-07
2739,38,149,0,2016-11-04
2739,38,149,0,2017-02-15
2739,38,149,0,2016-04-05
2739,38,149,0,2015-11-16
2739,38,149,0,2015-12-22
2739,38,149,0,2016-09-16
2740,25,450,0,2015-02-01
2740,36,180,0,2016-05-11
2740,36,180,0,2016-06-19
2740,36,150,0,2015-09-12
2740,28,1000,0,2015-10-18
2740,36,150,0,2015-08-10
2740,38,894,0,2016-07-26
2740,28,0,0,2015-04-30
2741,41,99,1,2016-06-25
2741,41,99,1,2017-01-25
2741,41,99,1,2016-09-25
2741,41,99,1,2016-05-25
2741,41,99,1,2016-04-25
2741,41,99,1,2016-08-25
2741,41,99,1,2017-02-25
2741,41,99,1,2016-11-25
2741,41,99,1,2016-10-25
2741,41,99,1,2016-02-25
2741,41,99,1,2016-12-25
2741,41,99,1,2016-01-25
2741,41,99,1,2016-07-25
2741,41,99,1,2015-12-25
2741,41,99,1,2016-03-25
2742,40,149,1,2017-02-06
2742,40,149,1,2017-01-05
2742,32,298,0,2016-09-06
2742,35,0,0,2016-09-05
2742,40,149,1,2016-12-05
2743,38,149,0,2017-01-09
2743,38,149,0,2015-11-30
2744,38,149,0,2016-05-03
2744,38,149,0,2016-03-04
2744,38,149,0,2016-02-03
2744,38,149,0,2016-08-04
2744,38,149,0,2016-01-03
2744,38,149,0,2016-09-13
2744,38,149,0,2016-06-03
2744,38,149,0,2015-12-05
2744,38,149,0,2016-04-03
2744,38,149,0,2017-01-08
2744,38,149,0,2017-01-31
2744,38,149,0,2016-07-05
2745,41,129,1,2016-07-30
2745,41,129,1,2016-08-31
2745,41,129,1,2016-11-30
2745,41,129,1,2017-01-31
2745,41,129,1,2016-10-31
2745,41,129,1,2016-12-31
